,area1,area2,area3,area4,area5,area6,area7,area8,mean_heart,angle1,angle2,angle3,angle4,angle5,angle6,angle7,angle8,dist_gap1_1,dist_gap1_2,dist_gap1_3,dist_gap1_4,dist_gap1_5,dist_gap2_1,dist_gap2_2,dist_gap2_3,dist_gap2_4,dist_gap2_5,dist_gap3_1,dist_gap3_2,dist_gap3_3,dist_gap3_4,dist_gap3_5,dist_gap4_1,dist_gap4_2,dist_gap4_3,dist_gap4_4,dist_gap4_5,dist_gap5_1,dist_gap5_2,dist_gap5_3,dist_gap5_4,dist_gap5_5,dist_gap6_1,dist_gap6_2,dist_gap6_3,dist_gap6_4,dist_gap6_5,dist_gap7_1,dist_gap7_2,dist_gap7_3,dist_gap7_4,dist_gap7_5,dist_gap8_1,dist_gap8_2,dist_gap8_3,dist_gap8_4,dist_gap8_5,class,simi,diff,avg_dis1,avg_dis2,avg_dis3,avg_dis4,avg_dis5
42,3153.0,3255.5,3149.0,3118.0,3148.5,3222.0,3176.0,3128.5,3168.8125,72.58202920779716,30.256437163529263,-13.76078511179124,-62.92791976200724,-104.62087398863166,-155.55604521958347,158.19859051364818,117.59729586864374,85.0,9.486832980505138,1.4142135623730951,9.055385138137416,89.00561780022652,87.68124086713189,9.219544457292889,1.4142135623730951,9.219544457292889,89.80534505250787,90.0,9.219544457292889,1.0,9.055385138137416,90.0222194794152,84.8999411071645,11.40175425099138,1.0,14.422205101855956,86.2670273047588,86.02325267042627,9.0,0.0,9.848857801796104,89.02246907382428,89.1403387922662,16.401219466856727,2.0,17.204650534085253,87.69264507357501,91.02197536858888,9.848857801796104,1.0,8.06225774829855,93.02150289046077,84.29116205154607,10.198039027185567,1.0,9.219544457292889,84.38601779915912,Complete,0.9537,10.180292241414486,87.0,9.25,1.0,10.5,88.375
288,1192.5,3435.0,910.5,1338.5,1822.5,1351.5,1432.5,1184.0,0.0,67.67134362198085,23.385221057213755,-8.297144969836873,-55.885527054658745,-119.35775354279129,-154.79887635452494,160.01689347810003,117.68106156848528,95.88534820294495,23.769728648009423,28.0,33.734255586866,92.00543462209176,87.11486669908874,7.810249675906654,3.605551275463989,8.602325267042627,55.0,112.0714058089752,56.43580423808985,60.07495318350236,54.037024344425184,114.6298390472568,79.19595949289332,55.15432893255071,30.364452901377952,8.54400374531753,75.43208866258443,125.19584657647394,32.55764119219941,26.476404589747453,40.26164427839479,114.0701538527936,81.83520025025906,34.40930106817051,18.68154169226941,31.89043743820395,82.75868534480233,107.01868995647442,33.015148038438355,32.01562118716424,42.01190307520001,93.43446901438462,77.15568676384133,20.8806130178211,31.304951684997057,41.88078318274385,100.44899203078148,Broken,0.7411,16.301434908380006,95.375,32.375,28.5,32.125,90.625
133,3433.0,3469.5,3470.5,3466.5,3548.0,3527.5,3496.5,3389.5,3475.125,73.90918365114783,35.272421448598394,-13.448615051686517,-59.82647997035567,-109.5731258304102,-152.52556837372288,159.04422326936782,117.5528115767178,91.00549433962765,13.45362404707371,4.242640687119285,15.264337522473747,94.0,89.9388681271896,12.16552506059644,2.0,8.602325267042627,85.56284240252891,92.02173656261871,12.16552506059644,2.23606797749979,11.180339887498947,88.0056816347672,85.56284240252891,9.055385138137416,1.0,10.770329614269007,94.847245611035,91.02197536858888,15.231546211727816,2.23606797749979,13.152946437965904,90.35485598461214,87.68124086713189,12.36931687685298,2.0,8.54400374531753,87.04596486914255,95.00526301210895,10.770329614269007,3.1622776601683795,11.704699910719626,91.00549433962765,89.10667763978185,16.278820596099706,3.0,15.811388300841896,99.72462083156798,Complete,0.8879,10.477720099356585,89.875,11.5,2.375,11.375,91.0
232,3137.5,3187.0,3119.0,3322.0,3145.5,3148.5,3083.0,3366.0,0.0,73.17859010995917,35.166436035792884,-12.907408671265838,-59.65675111576043,-115.60218755144176,-149.03624346792648,163.88658176691072,117.95096902789018,96.00520819205592,17.029386365926403,10.04987562112089,6.708203932499369,79.00632886041473,84.29116205154607,17.11724276862369,8.06225774829855,7.211102550927978,96.87620966986684,89.00561780022652,9.219544457292889,6.324555320336759,13.038404810405298,90.0222194794152,91.93475947648965,14.422205101855956,22.20360331117452,28.792360097775937,95.67131231461184,80.22468448052632,17.4928556845359,12.041594578792296,16.1245154965971,81.15417426109393,89.19641248391103,16.278820596099706,12.041594578792296,17.204650534085253,76.69419795525604,87.09190547921202,23.259406699226016,14.7648230602334,12.806248474865695,78.5175139698144,88.41379982785493,18.867962264113206,10.04987562112089,10.0,89.1403387922662,Incomplete,0.9433,9.862347446624426,88.0,15.25,11.75,13.625,85.5
186,3270.0,3285.0,3264.5,3315.0,3291.5,3321.0,3101.0,3243.5,3261.4375,71.93952806380082,27.5528115767178,-15.780753309515392,-63.43494882292201,-109.13364320590549,-152.9494029929139,164.9315118405078,123.36636600105956,90.00555538409837,6.082762530298219,6.324555320336759,5.385164807134504,93.02150289046077,92.65527507918802,9.486832980505138,4.0,13.038404810405298,101.83319694480774,93.04837451562494,9.848857801796104,2.23606797749979,8.06225774829855,89.1403387922662,86.97700845625813,10.816653826391969,0.0,8.06225774829855,94.26027795418386,86.00581375697809,8.06225774829855,2.23606797749979,10.816653826391969,86.00581375697809,89.1403387922662,14.7648230602334,2.23606797749979,16.278820596099706,87.78382538941898,87.05170877128145,12.36931687685298,1.4142135623730951,11.40175425099138,82.05485969764375,91.2414379544733,16.401219466856727,2.8284271247461903,21.93171219946131,98.29038610159184,Complete,0.9012,18.882618255572183,89.25,9.125,2.375,11.5,91.25
130,3425.0,3368.5,3351.0,3479.0,3450.5,3403.0,3493.0,3555.5,3440.6875,74.35775354279127,31.759480084812797,-10.7842978675626,-61.78264414527071,-109.79887635452492,-153.8860873697093,160.8209919741893,116.07535558394878,93.00537618869136,13.41640786499874,2.23606797749979,15.231546211727816,91.0,92.02173656261871,11.40175425099138,1.4142135623730951,7.615773105863909,92.65527507918802,97.25224933131366,8.54400374531753,3.1622776601683795,10.295630140987,93.1343116150004,92.69843580125828,12.041594578792296,2.23606797749979,13.038404810405298,92.76313923105448,85.0,12.041594578792296,7.211102550927978,13.92838827718412,84.00595217006948,88.41379982785493,13.41640786499874,2.23606797749979,10.0,88.45903006477066,93.00537618869136,12.16552506059644,1.4142135623730951,10.770329614269007,89.02246907382428,88.41379982785493,15.652475842498529,2.0,13.92838827718412,97.58073580374356,Complete,0.925,12.51740870350782,91.0,10.625,2.5,11.375,90.75
16,3342.5,3320.0,3101.0,3327.0,3285.0,3293.0,3265.0,3345.5,3284.875,71.56505117707799,28.85566121971652,-14.57421619803874,-61.38954033403479,-101.3099324740202,-153.434948822922,156.50143432404792,113.33404127670978,93.00537618869136,12.36931687685298,5.0,13.038404810405298,97.04638066409278,88.3911760301898,12.649110640673518,3.1622776601683795,10.816653826391969,87.0,88.02272433866155,7.280109889280518,1.0,8.246211251235321,87.02298546935747,88.41379982785493,9.219544457292889,1.0,14.317821063276352,87.0,95.08417323613853,14.317821063276352,4.123105625617661,13.0,94.02127418834527,91.21951545584967,11.04536101718726,1.4142135623730951,7.211102550927978,94.04786015641186,91.02197536858888,10.770329614269007,4.0,10.44030650891055,92.02173656261871,84.21995013059554,13.152946437965904,1.0,13.601470508735444,85.58621384311844,Complete,0.9382,12.315576388667289,89.75,10.25,2.5,11.0,90.375
206,3972.5,3790.0,3553.0,3976.0,2797.0,3619.0,3031.0,3582.0,0.0,79.43898930880363,26.927677851040503,-17.47477425625567,-59.23728046576109,-111.61477894278624,-149.88626684901757,168.31063082456083,119.51149855709032,88.14193099768123,27.073972741361768,10.04987562112089,26.68332812825267,79.02531240052139,81.46778504415104,15.811388300841896,6.0,16.278820596099706,75.69015788066504,78.23042886243178,11.04536101718726,7.280109889280518,11.180339887498947,77.02596964660685,81.32035415564789,17.804493814764857,4.123105625617661,8.54400374531753,79.90619500389191,78.10249675906654,9.848857801796104,4.47213595499958,8.0,80.0,80.62257748298549,17.204650534085253,3.0,19.235384061671343,62.22539674441618,76.23647421018367,13.92838827718412,5.0,10.0,81.02468759581859,70.9365914038728,16.64331697709324,5.0990195135927845,12.083045973594572,74.65252842335616,Incomplete,0.7626,34.54073860450535,79.0,14.625,5.5,13.75,75.875
158,3091.5,3377.5,3248.5,3100.0,3080.5,2655.5,2742.5,3274.5,3071.3125,71.56505117707799,27.64597536373868,-17.744671625056935,-63.43494882292201,-106.46001481204004,-157.98871680208063,163.73979529168807,120.01836742760908,88.09086218218096,11.180339887498947,2.0,9.0,87.02298546935747,93.43446901438462,8.602325267042627,2.0,10.770329614269007,91.96738552334736,86.0,9.486832980505138,1.4142135623730951,9.219544457292889,86.09297300012354,86.27861844049197,13.341664064126334,1.0,13.038404810405298,92.84934033152848,92.02173656261871,14.317821063276352,4.123105625617661,13.92838827718412,88.02272433866155,91.35097153287424,9.486832980505138,2.23606797749979,12.16552506059644,95.524865872714,90.0222194794152,12.649110640673518,1.0,12.529964086141668,87.09190547921202,82.87943049997388,17.08800749063506,4.242640687119285,13.0,87.69264507357501,Complete,0.9217,23.12170549054742,88.5,10.25,2.125,11.375,89.125
207,2367.5,2954.0,2455.0,1771.0,2567.0,2717.5,2561.0,2553.5,0.0,73.90918365114783,25.67681568183822,-10.06068979532297,-56.97613244420336,-101.88865803962798,-155.3764352138364,163.07248693585296,119.6237487511738,88.05112151472007,13.0,4.47213595499958,7.071067811865476,89.35882720806042,80.43009387039157,15.0,9.486832980505138,71.449282711585,55.54277630799526,73.00684899377592,13.152946437965904,4.47213595499958,8.0,83.00602387778854,86.2670273047588,12.041594578792296,6.082762530298219,11.40175425099138,88.3911760301898,78.05767098754612,11.31370849898476,8.54400374531753,9.486832980505138,77.00649323271382,87.78382538941898,13.152946437965904,10.04987562112089,12.727922061357855,87.0,94.00531899844816,10.0,7.0,3.1622776601683795,86.28441342444185,81.34494452638098,13.0,4.123105625617661,13.341664064126334,82.03657720797473,Incomplete,0.8104,19.499403286630603,83.375,12.125,6.5,16.75,80.875
187,3436.0,3490.5,3380.0,3388.5,3560.0,3484.0,3342.5,3333.5,3426.875,73.90918365114783,31.6075022462489,-14.322719978203551,-56.309932474020215,-107.35402463626131,-154.48612957246576,162.34987578006988,118.44292862436336,87.00574693662483,13.341664064126334,3.605551275463989,8.06225774829855,86.0,84.1486779456457,19.1049731745428,4.123105625617661,18.788294228055936,94.92101980067427,94.00531899844816,11.704699910719626,1.0,8.94427190999916,90.00555538409837,88.3911760301898,11.6619037896906,4.242640687119285,12.083045973594572,94.26027795418386,85.00588214941364,11.04536101718726,6.324555320336759,9.219544457292889,86.02325267042627,90.52071586106683,16.76305461424021,2.8284271247461903,15.231546211727816,89.10667763978185,95.0210502993942,15.231546211727816,2.23606797749979,11.704699910719626,90.08884503644168,82.73451516749222,14.212670403551895,2.23606797749979,14.317821063276352,87.78382538941898,Complete,0.9652,11.045738099921213,88.125,12.125,3.0,11.875,89.5
155,3176.5,3253.0,3299.0,3300.5,3172.5,3318.5,3185.5,3241.5,3243.375,71.56505117707799,33.38851357611151,-11.309932474020211,-62.92791976200724,-108.43494882292202,-151.99082329198615,161.565051177078,123.07067782276168,94.02127418834527,11.180339887498947,3.605551275463989,8.246211251235321,92.00543462209176,89.10667763978185,11.6619037896906,1.4142135623730951,9.433981132056603,89.87213138676528,82.00609733428362,7.071067811865476,2.8284271247461903,11.0,81.02468759581859,86.37129152675674,13.601470508735444,2.23606797749979,12.206555615733702,89.49860334105779,90.0499861188218,15.264337522473747,3.0,12.041594578792296,83.0,90.55385138137416,13.601470508735444,0.0,10.816653826391969,82.03657720797473,95.0210502993942,17.26267650163207,5.385164807134504,15.132745950421556,91.35097153287424,88.3911760301898,13.038404810405298,2.8284271247461903,9.219544457292889,87.69264507357501,Complete,0.9431,14.97352442634289,89.25,11.0,2.25,10.75,86.75
276,1334.5,1366.0,1185.5,968.5,1128.5,1349.0,1515.0,1833.0,0.0,78.02386755579664,24.145541960421653,-11.72511201516508,-58.626994859891546,-97.27500495788928,-152.10272896905238,161.8962369654934,125.1806993612421,86.28441342444185,36.12478373637688,17.11724276862369,23.345235059857504,89.02246907382428,82.21921916437786,26.92582403567252,31.016124838541646,47.38143096192854,100.41912168506552,89.02246907382428,27.29468812791236,32.57299494980466,39.20459156782532,85.14693182963201,91.28526715741155,32.202484376209235,24.698178070456937,17.46424919657298,80.65977932030313,92.5418824100742,61.20457499239743,47.265209192385896,51.78802950489621,75.66372975210778,82.02438661763951,23.345235059857504,39.0,38.948684188300895,87.11486669908874,104.12012293500234,12.083045973594572,8.602325267042627,12.529964086141668,85.00588214941364,67.20863039818622,15.264337522473747,17.46424919657298,22.84731931759173,79.90619500389191,Broken,0.8201,17.16468875438352,86.625,28.5,26.875,31.125,85.0
165,1531.5,1230.5,1394.5,1297.5,1406.5,1485.5,1171.5,1472.0,1373.6875,70.86635679409451,30.173520029644333,-16.26020470831196,-61.69924423399363,-106.46001481204004,-154.5366549381284,160.3461759419467,121.15930450834438,93.0,13.341664064126334,6.082762530298219,11.180339887498947,93.0,88.52683209061533,10.44030650891055,1.0,11.31370849898476,92.69843580125828,86.05230967266364,9.219544457292889,1.4142135623730951,11.6619037896906,83.02409288875127,87.69264507357501,11.40175425099138,1.0,13.92838827718412,94.17536832951598,88.20430828479978,13.0,2.8284271247461903,9.848857801796104,88.09086218218096,91.96738552334736,11.180339887498947,2.8284271247461903,11.180339887498947,94.76286192385707,97.082439194738,13.038404810405298,5.0,11.04536101718726,98.02040603874276,85.0411665018772,14.866068747318506,4.47213595499958,16.15549442140351,92.65527507918802,Complete,0.8859,28.703901445662805,89.375,10.75,2.75,11.625,91.75
343,628.5,568.0,609.0,713.5,445.0,745.0,559.5,614.0,0.0,73.4126614430726,33.340707346477004,2.3859440303888126,-59.65675111576043,-90.0,-141.1155035662854,177.83892051177364,123.17851165939275,126.09916732476864,67.02984409947557,57.0087712549569,42.04759208325728,94.5304183847718,101.83319694480774,34.132096331752024,38.8329756778952,38.01315561749642,67.17886572427373,93.26306878931231,49.49747468305833,37.21558813185679,29.154759474226505,87.28115489611719,120.28299963003916,77.10382610480494,67.47592163134935,40.8166632639171,110.20889256316842,69.02897942168927,52.23983154643591,42.2965719651132,43.56604182158393,90.0,80.65977932030313,18.384776310850235,19.235384061671343,19.4164878389476,94.11163583744572,83.02409288875127,34.438350715445125,19.697715603592208,11.40175425099138,52.952809179494906,80.05623023850174,33.015148038438355,20.808652046684813,15.231546211727816,54.45181356024793,Unrecognizable,0.726,24.93207828020068,94.0,43.625,37.375,29.625,81.0
197,3236.0,1577.0,3051.5,1625.5,1513.5,2216.5,2881.5,3280.0,2422.6875,73.49563861824498,19.72227776444705,-14.349332042947134,-63.99665415548856,-112.30620505490764,-156.03751102542182,158.40468955103233,118.6104596659652,89.05054744357274,14.317821063276352,8.94427190999916,18.788294228055936,92.13576938409967,87.11486669908874,14.317821063276352,2.23606797749979,9.055385138137416,89.8276126811795,93.00537618869136,11.180339887498947,1.0,9.433981132056603,87.00574693662483,86.97700845625813,8.246211251235321,1.0,12.649110640673518,92.097774131626,94.00531899844816,13.892443989449804,3.605551275463989,13.152946437965904,93.08598175880188,90.55385138137416,16.76305461424021,3.605551275463989,10.63014581273465,89.27485648266257,90.0499861188218,12.041594578792296,1.4142135623730951,11.40175425099138,92.00543462209176,84.8528137423857,11.40175425099138,2.0,16.64331697709324,93.43446901438462,Complete,0.9041,18.665818891751435,89.125,11.0,2.625,12.25,90.875
170,3294.5,3318.0,1766.5,3402.5,3208.0,3197.0,3123.0,3361.0,3083.8125,72.25532837494306,29.1676133795778,-17.700427788667195,-63.99665415548856,-111.3706222693432,-156.644435140714,162.71850162818336,123.36636600105956,91.02197536858888,15.524174696260024,7.0,18.97366596101028,96.02083107326244,91.2414379544733,13.0,4.0,11.40175425099138,91.21951545584967,87.02298546935747,12.649110640673518,2.0,12.083045973594572,84.02380615040002,89.80534505250787,10.44030650891055,0.0,15.652475842498529,89.49860334105779,88.02272433866155,10.44030650891055,2.23606797749979,9.848857801796104,86.00581375697809,93.38094023943002,10.295630140987,2.0,10.295630140987,93.60555539069249,96.13012014972206,13.0,1.4142135623730951,11.704699910719626,96.0,90.52071586106683,14.317821063276352,2.8284271247461903,12.041594578792296,94.75230867899737,Complete,0.9458,13.413141549565616,90.625,10.625,2.5,12.25,91.125
61,3485.5,3387.0,3335.5,3513.0,3461.0,3396.5,3408.0,3497.5,3435.5,72.97947438848014,33.36636600105956,-10.840305454330563,-63.92464441605123,-108.77803322244554,-153.97040780848653,157.98871680208063,119.05460409907714,92.02173656261871,13.601470508735444,4.0,13.0,91.02197536858888,93.50935782048768,8.54400374531753,1.4142135623730951,9.219544457292889,90.52071586106683,93.26306878931231,8.94427190999916,0.0,8.602325267042627,91.00549433962765,87.0,9.899494936611664,1.0,14.212670403551895,86.2670273047588,85.00588214941364,12.649110640673518,1.0,12.083045973594572,87.02298546935747,92.69843580125828,14.7648230602334,2.0,11.31370849898476,89.19641248391103,94.00531899844816,12.649110640673518,1.0,12.16552506059644,90.0222194794152,84.8528137423857,7.810249675906654,2.23606797749979,8.48528137423857,86.97700845625813,Complete,0.9254,11.496402201051357,90.0,9.0,1.5,10.875,88.75
169,3434.5,3362.5,3411.0,3305.5,3429.0,3351.0,3397.5,3338.0,3378.625,71.56505117707799,26.02959219151346,-15.1540680503126,-57.42594286542749,-109.5731258304102,-153.97040780848653,162.97947438848016,116.565051177078,90.0,10.770329614269007,1.0,6.0,93.02150289046077,94.06912352095134,15.264337522473747,1.0,13.038404810405298,89.10667763978185,87.00574693662483,9.055385138137416,1.0,13.341664064126334,85.0235261559999,87.0,12.529964086141668,1.0,10.770329614269007,92.02173656261871,91.00549433962765,15.231546211727816,3.1622776601683795,13.41640786499874,90.00555538409837,89.87213138676528,12.529964086141668,3.605551275463989,12.529964086141668,92.65527507918802,92.13576938409967,14.7648230602334,1.4142135623730951,13.341664064126334,89.02246907382428,87.72684879784524,9.219544457292889,2.23606797749979,11.40175425099138,91.28526715741155,Complete,0.9558,14.94979005912992,89.625,10.375,1.625,11.375,90.125
123,3096.0,3374.5,3399.0,3452.0,3340.0,3378.5,3422.0,3441.0,3362.875,73.90918365114783,28.00917670801384,-19.13364320590548,-65.37643521383639,-105.7807533095154,-153.434948822922,160.55996517182382,121.67546873810922,91.0,13.0,3.605551275463989,13.92838827718412,94.00531899844816,91.21951545584967,14.212670403551895,5.0990195135927845,10.0,90.52071586106683,88.20430828479978,13.341664064126334,2.23606797749979,13.45362404707371,89.05054744357274,86.31338250816034,12.206555615733702,0.0,7.810249675906654,90.52071586106683,94.02127418834527,15.811388300841896,2.0,15.264337522473747,87.0,89.80534505250787,13.892443989449804,1.4142135623730951,10.295630140987,85.58621384311844,91.00549433962765,11.704699910719626,2.23606797749979,14.142135623730953,90.0222194794152,84.8528137423857,8.06225774829855,2.0,7.810249675906654,87.69264507357501,Complete,0.8914,15.426879652588534,89.25,11.25,2.125,11.125,89.0
22,3531.5,3411.5,3460.5,3455.5,3529.0,3389.5,3493.5,3438.0,3463.625,73.30075576600639,30.6186054089094,-15.461217740441905,-57.9946167919165,-109.5731258304102,-157.75097634278765,159.44395478041653,116.07535558394878,93.00537618869136,7.071067811865476,4.242640687119285,10.198039027185567,94.02127418834527,89.8276126811795,10.295630140987,2.23606797749979,10.198039027185567,92.63368717696602,93.02150289046077,11.6619037896906,5.0,11.6619037896906,90.00555538409837,87.72684879784524,10.44030650891055,0.0,11.6619037896906,90.60905032059436,95.00526301210895,14.560219778561036,3.605551275463989,13.038404810405298,94.02127418834527,94.79451460923254,15.231546211727816,3.605551275463989,12.083045973594572,96.89685237405806,90.00555538409837,9.486832980505138,3.1622776601683795,8.06225774829855,88.0056816347672,84.1486779456457,13.601470508735444,4.123105625617661,8.602325267042627,86.97700845625813,Complete,0.8963,11.26546904626429,90.625,10.375,3.0,10.375,91.25
246,3297.5,3328.5,3228.5,3305.5,3213.5,3368.0,3235.5,3262.0,0.0,77.366638064725,30.96375653207352,-15.642246457208728,-42.95459151111277,-100.61965527615514,-147.72435568542238,164.74488129694222,118.85566121971652,78.10249675906654,11.04536101718726,10.44030650891055,19.0,84.2140130857092,89.09545442950498,5.0990195135927845,12.041594578792296,23.43074902771996,95.01578816175764,89.00561780022652,23.853720883753127,14.866068747318506,17.46424919657298,76.05918747922567,96.02083107326244,6.082762530298219,11.180339887498947,21.40093455903269,82.02438661763951,79.22752047110903,17.029386365926403,13.038404810405298,23.08679276123039,92.02173656261871,94.02127418834527,13.92838827718412,12.206555615733702,11.6619037896906,80.65977932030313,84.02380615040002,8.602325267042627,14.866068747318506,7.615773105863909,82.37718130647589,79.2464510246358,10.816653826391969,8.94427190999916,10.816653826391969,89.87213138676528,Incomplete,0.9591,26.159531618031902,86.0,12.375,11.75,16.375,85.0
222,3137.5,3187.0,3119.0,3322.0,3145.5,3148.5,3083.0,3366.0,0.0,72.80145877993414,30.69972255081441,-16.927513064147043,-61.63095370672142,-110.2825590889166,-153.434948822922,165.65066795705286,122.7352262721076,100.0,17.11724276862369,10.44030650891055,10.44030650891055,74.0,101.9803902718557,15.231546211727816,6.708203932499369,15.264337522473747,83.45058418010026,95.0210502993942,26.40075756488817,7.0,7.071067811865476,94.04786015641186,77.10382610480494,21.95449840010015,12.649110640673518,14.317821063276352,75.28612089887484,90.27181176868004,8.94427190999916,1.4142135623730951,12.36931687685298,76.79192665899195,94.92101980067427,25.942243542145693,4.123105625617661,17.69180601295413,89.1403387922662,94.26027795418386,7.0,6.708203932499369,5.656854249492381,88.0,84.17244204607586,1.0,6.4031242374328485,10.295630140987,89.37561188601732,Incomplete,0.9433,16.44091470444474,91.875,14.875,6.5,11.25,83.5
200,2273.0,3356.0,3264.0,3026.5,2043.0,3188.5,1971.5,3130.5,0.0,70.94229548987167,26.11391263029071,-11.309932474020211,-52.79207807821844,-101.92932217723832,-146.30993247402023,168.07067782276167,125.05942696688696,83.15046602394962,11.6619037896906,7.211102550927978,8.54400374531753,73.10950690573696,84.1486779456457,13.038404810405298,6.082762530298219,13.341664064126334,74.24957912338628,69.06518659932803,8.602325267042627,4.0,8.0,67.1863081289633,66.84309986827361,15.132745950421556,4.242640687119285,15.132745950421556,68.76772498781678,59.0,10.63014581273465,6.324555320336759,15.231546211727816,63.50590523722971,73.59347797189639,7.810249675906654,11.6619037896906,16.55294535724685,90.55385138137416,66.03029607687671,3.605551275463989,3.1622776601683795,9.055385138137416,63.198101237299845,65.43699259593154,11.0,5.0990195135927845,11.6619037896906,64.53681120105021,Incomplete,0.8537,20.712701982760407,70.625,9.75,5.75,11.875,70.25
259,3199.5,3261.0,3204.5,3274.5,3257.0,3205.5,3193.0,3251.5,0.0,77.0053832080835,30.76271953423892,-12.01147838636544,-58.10920819815429,-109.88516511385544,-156.3706222693432,156.25050550713323,118.07248693585296,86.20904824900923,13.038404810405298,10.0,4.0,85.00588214941364,89.1403387922662,14.422205101855956,6.082762530298219,5.0,82.13403679352427,84.00595217006948,19.6468827043885,4.47213595499958,30.083217912982647,100.00499987500623,82.75868534480233,15.264337522473747,4.123105625617661,9.219544457292889,77.10382610480494,80.0,17.46424919657298,9.486832980505138,5.0990195135927845,71.06335201775947,94.3716058992322,94.36630754670864,89.47066558375433,86.28441342444185,104.80935072788114,87.00574693662483,21.840329667841555,11.180339887498947,12.041594578792296,70.178344238091,92.76313923105448,13.41640786499874,4.47213595499958,5.0990195135927845,92.65527507918802,Incomplete,0.9102,14.24831598973654,86.75,24.5,17.125,19.5,85.125
254,3484.0,3521.5,3493.5,3455.5,3387.5,3425.0,3433.5,3432.0,0.0,71.17528998175993,24.863696571751863,-8.13010235415598,-63.43494882292201,-103.73626830562256,-157.38013505195957,174.47245984834385,123.6900675259798,94.02127418834527,13.0,7.280109889280518,23.769728648009423,101.04454463255304,94.04786015641186,10.63014581273465,7.615773105863909,3.605551275463989,94.06912352095134,96.25487000666512,17.029386365926403,34.92849839314596,3.1622776601683795,77.00649323271382,85.58621384311844,24.186773244895647,9.433981132056603,13.45362404707371,89.10667763978185,91.19758768739445,15.033296378372908,11.180339887498947,11.04536101718726,92.0869154657707,87.96590248499699,20.808652046684813,13.45362404707371,19.235384061671343,98.59513172565876,104.23531071570709,12.806248474865695,4.123105625617661,18.43908891458577,108.00462953040486,100.7670581092849,21.54065922853801,8.246211251235321,7.071067811865476,74.27651041883968,Incomplete,0.9055,12.906898406449423,93.875,15.5,11.625,12.125,91.625
56,3096.0,3374.5,3399.0,3452.0,3340.0,3378.5,3422.0,3441.0,3362.875,73.61045966596522,28.61045966596522,-13.448615051686517,-64.48612957246576,-111.5953104489677,-156.13982480865766,158.6293777306568,114.27444113443946,88.02272433866155,13.601470508735444,4.0,14.142135623730953,89.1403387922662,91.92388155425118,12.806248474865695,1.4142135623730951,12.16552506059644,89.8276126811795,94.02127418834527,11.180339887498947,1.0,13.0,94.00531899844816,87.72684879784524,11.6619037896906,0.0,15.264337522473747,87.86353054595519,88.02272433866155,10.770329614269007,2.8284271247461903,9.848857801796104,90.00555538409837,85.70297544426332,10.63014581273465,1.4142135623730951,9.219544457292889,89.8276126811795,99.0050503762308,15.033296378372908,1.4142135623730951,11.180339887498947,96.04686356149271,85.70297544426332,13.41640786499874,2.0,13.0,80.62257748298549,Complete,0.8914,13.83027566725378,89.625,10.125,1.5,12.0,89.25
46,3330.0,3457.5,3474.0,3433.5,3333.0,3420.5,3433.0,3363.0,3405.5625,73.90918365114783,31.13897243697885,-13.240519915187203,-60.832386620422206,-104.57421619803874,-153.434948822922,165.37912601136836,117.5528115767178,84.00595217006948,6.082762530298219,5.0990195135927845,8.94427190999916,87.02298546935747,84.17244204607586,12.041594578792296,3.605551275463989,9.219544457292889,84.8999411071645,85.0,7.0,0.0,8.54400374531753,85.00588214941364,83.45058418010026,10.0,5.656854249492381,12.529964086141668,83.45058418010026,86.00581375697809,12.649110640673518,3.605551275463989,12.083045973594572,85.0,83.43860018001261,15.297058540778355,0.0,10.44030650891055,87.0,91.0494371207203,17.0,4.123105625617661,14.317821063276352,88.0056816347672,85.56284240252891,15.264337522473747,5.0990195135927845,14.560219778561036,83.43860018001261,Complete,0.9317,14.882606490851424,85.125,10.125,3.125,10.875,85.25
295,1181.0,967.0,1140.5,1356.0,1505.5,1872.0,1335.0,1371.0,0.0,74.19748604606448,30.76271953423892,-6.34019174590991,-60.376251248826186,-104.74356283647074,-147.0947570770121,172.3493490446406,121.122470196792,91.13725912051558,27.65863337187866,24.515301344262525,29.8328677803526,82.00609733428362,93.60555539069249,25.612496949731398,17.029386365926403,34.9857113690718,93.86160024205851,92.43916918709296,44.7213595499958,50.24937810560445,62.12889826803627,91.0,77.15568676384133,24.413111231467404,19.209372712298546,26.0,88.3911760301898,101.07917688624102,11.40175425099138,12.083045973594572,15.652475842498529,79.30952023559341,78.74642849044012,18.97366596101028,16.15549442140351,21.40093455903269,75.16648189186454,87.05170877128145,37.0,18.24828759089466,27.459060435491963,91.0,86.27861844049197,25.0,38.8329756778952,45.27692569068709,97.67292357659824,Broken,0.7974,17.264464260106216,88.125,24.0,24.25,32.375,87.0
